elevation,soil_depth,clay_content,annual_rainfall,distance_to_river,ndvi_score,month,risk_score
919.0,141.0,29.0,1901.0,28.3,0.56,7,62.2
651.0,243.0,62.0,1408.0,14.7,0.28,4,42.3
581.0,213.0,32.6,1626.0,1.0,0.4,1,25.9
171.0,128.0,62.1,418.0,44.4,0.56,12,56.0
585.0,283.0,32.2,793.0,17.5,0.25,2,59.4
951.0,248.0,10.1,1733.0,25.6,0.52,5,72.3
523.0,250.0,31.8,210.0,29.6,0.15,12,97.9
659.0,60.0,49.7,1528.0,47.8,0.33,3,76.7
13.0,221.0,9.4,2000.0,8.9,0.54,5,32.5
286.0,275.0,25.0,1383.0,2.2,0.44,9,13.6
579.0,246.0,50.6,2118.0,24.4,0.68,4,34.6
547.0,259.0,36.3,423.0,15.7,0.19,10,58.8
1131.0,215.0,10.0,2430.0,18.9,0.56,3,63.7
1131.0,224.0,6.6,1317.0,22.4,0.55,6,78.2
984.0,123.0,69.2,1102.0,23.3,0.73,1,77.3
179.0,224.0,56.3,1700.0,39.7,0.79,9,0.0
193.0,56.0,41.9,1918.0,43.4,0.18,5,62.4
746.0,122.0,43.7,2050.0,21.8,0.43,5,57.6
418.0,113.0,54.2,2303.0,28.8,0.26,6,44.0
610.0,33.0,38.4,675.0,42.9,0.76,5,100.0
393.0,280.0,37.7,927.0,30.7,0.46,1,44.7
756.0,33.0,69.9,995.0,10.0,0.22,3,78.5
285.0,138.0,21.1,1709.0,16.5,0.62,6,37.7
298.0,288.0,60.9,2105.0,17.9,0.76,4,19.5
652.0,167.0,22.6,760.0,41.9,0.68,8,84.4
759.0,91.0,55.6,637.0,30.5,0.2,9,75.4
1139.0,135.0,25.4,1382.0,43.7,0.51,12,87.8
1020.0,34.0,59.4,2029.0,20.5,0.73,7,79.4
200.0,210.0,35.1,875.0,41.8,0.58,3,47.5
660.0,102.0,31.3,1077.0,12.2,0.53,10,49.3
52.0,222.0,43.6,1474.0,17.7,0.62,11,0.0
531.0,179.0,32.4,422.0,28.0,0.33,3,100.0
800.0,298.0,46.0,1113.0,40.4,0.61,9,37.5
710.0,85.0,22.7,2451.0,24.0,0.57,5,81.0
934.0,58.0,12.8,2180.0,11.7,0.18,5,99.0
1189.0,187.0,37.7,860.0,11.9,0.3,1,69.7
905.0,74.0,26.2,1421.0,44.3,0.68,11,81.5
128.0,165.0,17.8,442.0,39.2,0.71,7,65.7
580.0,36.0,60.5,1827.0,39.9,0.18,3,88.1
624.0,243.0,52.9,258.0,34.8,0.74,10,54.8
187.0,200.0,37.9,2166.0,33.1,0.47,11,18.5
466.0,45.0,7.3,1106.0,18.6,0.73,10,78.7
560.0,268.0,16.2,2306.0,4.1,0.31,8,21.8
815.0,133.0,68.8,1401.0,6.5,0.61,3,64.0
786.0,271.0,39.2,1363.0,23.3,0.56,5,68.6
1133.0,157.0,18.3,399.0,23.1,0.33,3,100.0
912.0,217.0,55.4,1492.0,6.2,0.43,4,56.5
481.0,62.0,7.1,723.0,12.1,0.47,4,90.5
551.0,272.0,17.4,1153.0,19.3,0.4,12,46.8
852.0,20.0,10.3,964.0,21.6,0.29,6,100.0
361.0,35.0,57.5,1728.0,2.3,0.47,8,46.7
1013.0,256.0,27.4,2245.0,22.7,0.35,11,39.6
416.0,262.0,20.8,2145.0,20.2,0.76,7,22.8
13.0,59.0,18.4,1247.0,23.6,0.14,1,64.4
14.0,83.0,49.3,805.0,12.5,0.54,10,12.2
1072.0,273.0,53.1,2267.0,42.5,0.33,5,63.0
932.0,159.0,19.7,1800.0,46.1,0.55,1,60.7
1085.0,291.0,23.9,251.0,6.7,0.72,2,74.8
849.0,44.0,23.9,1482.0,31.0,0.62,1,100.0
1133.0,161.0,59.5,303.0,30.6,0.37,7,100.0
911.0,201.0,8.6,1600.0,2.7,0.48,7,43.7
726.0,133.0,65.3,482.0,11.3,0.65,2,59.9
1079.0,290.0,43.8,2299.0,29.4,0.44,8,39.0
118.0,139.0,33.6,1451.0,30.2,0.22,8,44.7
439.0,57.0,29.8,1968.0,44.6,0.52,5,62.0
1002.0,114.0,25.5,2172.0,12.5,0.65,8,49.8
228.0,66.0,11.9,1996.0,44.2,0.28,2,80.5
214.0,184.0,16.8,2427.0,27.0,0.37,10,44.4
682.0,58.0,30.6,1424.0,21.2,0.75,2,81.5
649.0,31.0,59.4,1364.0,26.4,0.25,12,93.7
749.0,163.0,16.3,2172.0,11.9,0.72,10,25.8
948.0,81.0,62.2,2484.0,0.9,0.14,12,51.6
1119.0,235.0,37.7,436.0,17.9,0.5,10,61.5
767.0,90.0,57.4,555.0,25.8,0.61,2,87.8
736.0,27.0,36.2,1291.0,22.2,0.21,6,100.0
575.0,163.0,7.8,1083.0,20.9,0.26,12,83.2
115.0,32.0,36.8,2468.0,21.1,0.52,6,52.6
896.0,161.0,32.2,305.0,16.4,0.65,7,80.9
249.0,65.0,34.5,2388.0,14.9,0.77,9,23.2
118.0,70.0,29.0,1404.0,45.3,0.41,9,52.9
281.0,76.0,26.6,1537.0,33.4,0.33,1,59.6
543.0,119.0,8.6,232.0,32.4,0.4,8,100.0
136.0,118.0,38.6,1440.0,24.6,0.69,6,49.4
564.0,197.0,27.4,1399.0,15.8,0.36,2,55.6
792.0,66.0,69.0,1407.0,30.7,0.59,2,62.6
415.0,247.0,38.7,1434.0,8.2,0.19,5,49.0
425.0,250.0,27.5,2085.0,42.2,0.61,4,40.9
75.0,78.0,10.2,1546.0,23.5,0.41,1,57.5
21.0,228.0,13.4,538.0,48.2,0.17,4,79.4
1150.0,204.0,58.6,2468.0,12.9,0.79,11,19.4
1005.0,29.0,40.4,2466.0,19.2,0.36,4,75.8
286.0,231.0,60.8,2082.0,17.3,0.76,3,12.9
684.0,216.0,8.8,236.0,29.7,0.42,9,91.4
1193.0,124.0,68.6,1286.0,9.6,0.67,10,46.3
373.0,292.0,52.6,575.0,30.8,0.33,1,50.1
1164.0,262.0,16.4,454.0,6.6,0.37,5,90.6
97.0,49.0,15.4,1710.0,1.8,0.31,4,37.9
936.0,11.0,11.3,2258.0,31.4,0.59,5,100.0
29.0,117.0,58.4,1363.0,11.0,0.55,8,23.5
603.0,55.0,46.6,1867.0,35.1,0.28,2,60.5
269.0,222.0,58.9,240.0,49.8,0.63,5,62.1
580.0,125.0,17.5,930.0,8.9,0.12,1,70.2
207.0,266.0,54.0,704.0,7.1,0.56,9,23.8
371.0,17.0,41.3,1103.0,41.5,0.46,1,80.5
941.0,141.0,31.5,1188.0,48.6,0.49,9,71.4
763.0,85.0,60.2,621.0,16.3,0.23,5,77.1
134.0,115.0,31.0,1839.0,37.4,0.18,11,27.2
1040.0,182.0,44.2,209.0,41.9,0.47,8,100.0
1171.0,94.0,34.8,2207.0,41.8,0.57,10,61.5
863.0,53.0,24.2,2055.0,32.8,0.23,10,65.2
1155.0,212.0,6.2,1325.0,27.9,0.62,3,94.7
172.0,124.0,34.0,1475.0,11.4,0.73,9,21.5
10.0,269.0,14.2,556.0,24.6,0.26,3,66.1
363.0,45.0,44.0,696.0,29.7,0.48,1,97.0
171.0,247.0,17.4,1216.0,33.1,0.77,11,23.9
318.0,218.0,66.7,982.0,23.3,0.73,7,37.4
927.0,155.0,67.3,2229.0,37.8,0.34,11,56.1
1047.0,110.0,21.7,863.0,47.8,0.32,7,90.8
238.0,37.0,37.1,997.0,9.3,0.21,9,61.8
14.0,220.0,43.6,1392.0,42.6,0.52,5,32.9
1200.0,291.0,38.5,933.0,38.2,0.71,2,69.7
1142.0,232.0,49.9,374.0,8.8,0.57,11,43.8
5.0,221.0,55.7,1820.0,8.3,0.46,1,1.9
767.0,55.0,10.3,370.0,10.4,0.4,9,98.8
609.0,234.0,36.3,1837.0,31.1,0.67,10,22.6
945.0,184.0,21.6,2180.0,11.6,0.41,4,66.0
1.0,272.0,50.1,2139.0,6.3,0.3,7,0.0
531.0,24.0,9.5,2489.0,13.4,0.45,5,94.7
450.0,152.0,30.5,1016.0,8.2,0.24,1,51.2
203.0,184.0,31.2,1266.0,14.5,0.74,5,50.9
855.0,147.0,19.2,1669.0,21.5,0.24,2,65.4
643.0,223.0,67.5,942.0,14.8,0.13,3,51.6
872.0,186.0,58.8,654.0,25.1,0.42,9,69.0
179.0,126.0,46.6,1447.0,4.6,0.64,11,0.0
793.0,108.0,43.8,370.0,33.5,0.44,5,91.1
143.0,277.0,56.2,2401.0,1.6,0.52,11,0.0
502.0,206.0,45.0,2008.0,37.0,0.78,5,38.8
518.0,51.0,66.0,598.0,13.8,0.4,10,52.1
338.0,299.0,44.5,2314.0,45.5,0.12,6,42.0
713.0,33.0,26.7,610.0,18.3,0.36,7,96.0
1105.0,288.0,35.4,1385.0,39.9,0.33,12,72.9
830.0,299.0,69.4,1132.0,16.2,0.3,10,37.5
782.0,217.0,65.8,1539.0,14.4,0.52,11,12.7
540.0,297.0,18.4,1038.0,15.6,0.18,5,66.9
373.0,12.0,47.7,923.0,38.2,0.78,4,81.1
1059.0,261.0,64.9,885.0,23.0,0.72,11,43.0
977.0,202.0,66.2,553.0,44.8,0.31,2,72.1
212.0,227.0,59.8,899.0,8.1,0.42,3,35.0
864.0,176.0,45.9,825.0,23.0,0.35,5,79.0
761.0,192.0,17.9,1178.0,17.1,0.5,4,69.0
233.0,188.0,18.9,1914.0,21.5,0.37,9,34.4
287.0,112.0,46.3,881.0,2.3,0.26,5,32.7
431.0,296.0,12.2,1268.0,26.4,0.49,12,62.3
859.0,13.0,34.9,295.0,42.4,0.66,7,100.0
1085.0,60.0,48.2,1915.0,24.8,0.68,5,77.1
682.0,80.0,8.4,532.0,34.3,0.66,6,100.0
604.0,120.0,5.1,903.0,4.4,0.4,2,71.9
1124.0,39.0,69.3,2328.0,35.0,0.7,5,97.2
291.0,60.0,42.6,516.0,37.0,0.65,3,76.4
91.0,121.0,59.9,679.0,42.3,0.13,6,57.1
1111.0,275.0,61.7,1634.0,13.3,0.26,8,36.1
52.0,238.0,57.1,927.0,45.4,0.8,5,37.9
303.0,244.0,62.3,1208.0,0.9,0.48,2,10.1
140.0,159.0,9.2,398.0,27.4,0.23,11,68.7
301.0,109.0,39.0,1679.0,3.2,0.56,9,11.2
555.0,66.0,16.8,1352.0,18.5,0.18,10,72.3
915.0,87.0,17.6,1250.0,36.8,0.57,7,93.5
1097.0,239.0,11.4,1374.0,25.4,0.39,12,91.3
159.0,29.0,50.4,2439.0,21.4,0.13,2,64.8
490.0,119.0,36.0,1598.0,23.4,0.42,6,47.6
655.0,107.0,31.2,429.0,33.0,0.55,5,100.0
530.0,148.0,35.5,2123.0,11.6,0.79,8,39.6
545.0,225.0,60.8,1025.0,8.1,0.66,12,30.6
603.0,168.0,22.2,848.0,19.1,0.47,7,67.3
255.0,209.0,58.3,375.0,18.4,0.27,8,51.9
725.0,55.0,5.6,467.0,48.2,0.79,9,100.0
818.0,58.0,52.1,221.0,9.1,0.17,7,92.7
280.0,286.0,27.0,519.0,28.5,0.51,9,38.9
172.0,101.0,51.1,1950.0,45.2,0.32,6,25.9
310.0,116.0,48.4,693.0,34.4,0.74,8,62.7
836.0,128.0,37.4,528.0,14.2,0.51,1,75.5
541.0,152.0,29.9,523.0,42.9,0.19,5,100.0
1141.0,29.0,47.2,845.0,10.8,0.59,8,77.0
572.0,205.0,33.0,870.0,29.8,0.51,5,58.8
948.0,289.0,8.0,433.0,47.1,0.25,3,100.0
1167.0,144.0,29.1,900.0,21.9,0.11,9,82.4
913.0,17.0,48.4,1058.0,16.4,0.77,8,77.5
263.0,15.0,51.7,617.0,27.5,0.64,2,84.1
795.0,17.0,61.7,1696.0,5.2,0.5,11,47.4
746.0,160.0,50.3,1534.0,26.2,0.67,10,40.5
1059.0,56.0,59.5,2237.0,44.2,0.71,7,69.3
17.0,166.0,43.9,1250.0,35.2,0.34,2,44.2
500.0,109.0,49.8,328.0,29.8,0.63,9,55.6
617.0,87.0,64.7,302.0,9.2,0.23,12,85.1
1155.0,290.0,62.0,585.0,31.0,0.19,12,77.5
579.0,270.0,37.4,1089.0,40.6,0.71,12,50.1
886.0,193.0,64.0,1896.0,25.7,0.33,7,64.2
1142.0,98.0,19.4,2090.0,4.0,0.37,4,63.7
918.0,106.0,16.3,515.0,11.5,0.31,2,85.3
738.0,160.0,59.0,1271.0,12.9,0.14,6,62.6
321.0,283.0,54.1,1548.0,24.6,0.12,7,41.3
805.0,214.0,33.9,261.0,16.5,0.14,4,100.0
652.0,153.0,38.8,241.0,8.4,0.43,6,74.0
992.0,283.0,10.8,2343.0,34.6,0.3,11,52.7
556.0,175.0,12.7,1500.0,7.2,0.46,12,71.1
513.0,231.0,59.6,2339.0,25.3,0.13,7,48.1
298.0,58.0,11.6,1735.0,31.7,0.61,3,77.5
50.0,66.0,21.4,1778.0,34.8,0.59,10,33.0
648.0,231.0,41.0,965.0,34.5,0.54,4,51.3
735.0,55.0,32.6,273.0,1.4,0.56,9,61.2
198.0,77.0,12.6,2027.0,32.2,0.24,9,43.0
445.0,23.0,22.5,1379.0,36.4,0.15,3,100.0
469.0,17.0,15.7,1256.0,27.4,0.63,1,83.7
620.0,243.0,8.7,704.0,4.5,0.57,3,58.3
1.0,34.0,57.6,922.0,25.6,0.32,8,61.8
39.0,256.0,48.2,2284.0,36.3,0.2,4,18.2
590.0,176.0,51.8,1300.0,29.2,0.13,12,82.4
197.0,127.0,69.0,1150.0,4.5,0.24,5,31.2
352.0,291.0,52.7,1366.0,48.6,0.46,6,41.4
1119.0,241.0,49.6,227.0,22.6,0.28,5,96.9
801.0,153.0,26.0,1538.0,21.5,0.18,10,75.8
997.0,162.0,45.0,1936.0,45.5,0.64,4,67.1
697.0,135.0,24.8,959.0,2.5,0.2,10,40.2
1033.0,159.0,59.6,2290.0,14.0,0.33,4,51.1
56.0,126.0,12.9,534.0,22.8,0.53,10,57.6
136.0,190.0,34.3,543.0,35.0,0.52,9,43.5
874.0,230.0,10.8,372.0,17.1,0.15,4,100.0
1118.0,242.0,36.4,526.0,31.8,0.63,12,82.6
800.0,63.0,47.8,1002.0,32.0,0.36,1,68.8
817.0,191.0,42.0,1823.0,4.8,0.77,4,41.2
331.0,25.0,29.8,788.0,7.1,0.76,12,78.9
970.0,288.0,43.8,1389.0,48.4,0.16,8,77.2
1176.0,260.0,19.0,1976.0,24.4,0.72,3,52.7
856.0,250.0,22.3,1167.0,44.0,0.65,1,68.8
820.0,198.0,67.2,2137.0,29.7,0.15,3,83.4
386.0,73.0,22.0,1532.0,28.1,0.79,3,58.7
1020.0,149.0,7.7,2100.0,23.5,0.22,1,83.2
797.0,292.0,29.8,2006.0,5.0,0.6,1,19.1
303.0,145.0,27.6,2212.0,9.3,0.5,3,47.0
569.0,27.0,55.4,1241.0,38.2,0.58,12,80.9
551.0,35.0,29.0,2365.0,18.1,0.66,4,72.9
127.0,116.0,57.1,1987.0,44.9,0.49,1,22.4
355.0,251.0,52.6,1520.0,3.6,0.42,3,2.6
1050.0,52.0,9.9,2107.0,19.9,0.78,12,75.1
568.0,114.0,21.5,399.0,20.4,0.44,11,90.0
1083.0,188.0,44.2,616.0,12.1,0.54,11,48.4
763.0,105.0,29.7,1788.0,45.1,0.51,7,60.4
343.0,204.0,14.5,1174.0,14.9,0.59,11,34.3
390.0,222.0,7.8,2435.0,41.9,0.15,10,46.4
417.0,232.0,9.0,1209.0,1.9,0.18,12,53.2
797.0,84.0,42.2,2426.0,47.6,0.69,4,60.0
1130.0,296.0,42.0,939.0,32.4,0.73,7,48.8
800.0,56.0,21.8,981.0,18.4,0.43,7,73.7
142.0,234.0,63.9,1277.0,25.6,0.2,4,33.7
499.0,86.0,28.2,1018.0,1.6,0.64,9,40.7
24.0,159.0,9.1,1739.0,18.5,0.38,8,32.7
906.0,29.0,8.2,910.0,5.6,0.76,11,96.3
912.0,84.0,34.8,1569.0,45.1,0.13,5,94.4
19.0,180.0,38.2,2235.0,21.7,0.63,6,29.0
372.0,187.0,27.7,1650.0,8.9,0.32,8,32.4
964.0,115.0,52.4,1633.0,6.1,0.22,12,51.7
579.0,300.0,26.2,1754.0,20.6,0.8,8,33.5
441.0,184.0,64.2,1836.0,30.9,0.23,4,57.6
899.0,259.0,47.3,535.0,14.7,0.26,12,62.9
562.0,130.0,67.0,238.0,16.3,0.73,1,60.9
875.0,54.0,6.3,456.0,43.4,0.19,1,100.0
1151.0,42.0,66.0,2422.0,38.6,0.35,7,92.5
745.0,30.0,48.3,1339.0,31.8,0.43,11,74.9
1159.0,273.0,53.5,221.0,5.5,0.15,1,70.4
676.0,295.0,51.3,432.0,21.2,0.35,10,57.3
247.0,162.0,15.2,1899.0,28.4,0.32,10,44.5
44.0,57.0,12.5,2495.0,29.9,0.7,5,69.6
400.0,136.0,5.0,259.0,37.9,0.6,11,78.1
733.0,182.0,38.3,2323.0,15.3,0.21,12,48.5
286.0,254.0,32.6,1265.0,2.4,0.5,4,41.0
1047.0,155.0,19.0,2073.0,9.1,0.56,8,43.6
603.0,173.0,27.1,369.0,44.3,0.37,5,100.0
1050.0,72.0,10.2,2207.0,9.4,0.33,7,86.6
485.0,262.0,37.0,1336.0,38.3,0.26,10,43.5
532.0,147.0,14.6,1717.0,32.0,0.22,8,81.3
321.0,143.0,45.4,2329.0,26.7,0.51,11,21.8
1052.0,128.0,13.8,656.0,15.9,0.1,6,100.0
934.0,141.0,56.6,872.0,8.7,0.53,4,71.8
971.0,13.0,18.9,742.0,33.0,0.5,5,100.0
799.0,252.0,23.7,2487.0,12.4,0.33,9,25.7
854.0,183.0,62.4,2138.0,46.3,0.5,8,63.4
970.0,237.0,62.5,1109.0,49.4,0.71,8,49.5
532.0,125.0,50.9,1138.0,32.4,0.14,2,69.9
660.0,132.0,60.0,417.0,33.8,0.37,7,80.6
819.0,120.0,69.0,888.0,24.3,0.64,10,53.6
93.0,168.0,51.0,2088.0,40.7,0.28,3,32.0
207.0,78.0,12.7,762.0,48.8,0.77,5,100.0
642.0,174.0,58.5,1325.0,2.3,0.33,2,37.4
164.0,185.0,35.3,2477.0,49.4,0.78,11,22.0
760.0,46.0,37.6,1503.0,21.8,0.57,5,97.7
1130.0,228.0,35.0,1889.0,16.9,0.6,3,38.0
1032.0,147.0,41.0,2487.0,47.8,0.21,12,55.4
368.0,292.0,23.6,1385.0,9.6,0.19,9,39.5
578.0,189.0,41.5,2201.0,16.0,0.3,4,40.2
220.0,13.0,9.7,1398.0,43.4,0.33,9,92.9
367.0,274.0,36.9,519.0,30.5,0.34,4,74.5
116.0,164.0,38.9,322.0,7.8,0.65,3,66.6
976.0,263.0,13.2,2338.0,34.7,0.64,5,67.7
537.0,267.0,60.1,234.0,2.2,0.42,9,31.4
442.0,161.0,18.8,937.0,30.9,0.11,8,67.2
989.0,217.0,52.5,882.0,35.4,0.72,6,49.2
769.0,34.0,61.9,2242.0,32.8,0.71,6,76.5
980.0,233.0,52.0,1761.0,26.1,0.3,5,52.9
880.0,31.0,51.5,839.0,18.1,0.53,9,71.4
830.0,20.0,40.6,740.0,29.8,0.3,12,100.0
231.0,260.0,23.8,1544.0,42.2,0.7,7,34.0
621.0,141.0,61.6,810.0,13.8,0.6,12,47.8
568.0,226.0,50.9,786.0,42.8,0.78,12,54.7
610.0,209.0,27.1,1358.0,29.7,0.57,8,54.0
1121.0,289.0,66.2,899.0,28.0,0.5,3,65.8
563.0,115.0,57.8,2240.0,25.7,0.36,4,64.7
1174.0,45.0,9.5,1001.0,2.0,0.45,3,100.0
182.0,45.0,41.6,995.0,1.9,0.78,10,23.9
663.0,208.0,32.9,372.0,49.1,0.24,10,62.6
817.0,190.0,29.4,1811.0,2.6,0.33,3,51.6
127.0,154.0,59.6,2087.0,38.9,0.5,9,8.2
981.0,273.0,21.9,2181.0,12.2,0.2,7,46.6
121.0,290.0,28.6,353.0,28.9,0.34,1,57.8
947.0,56.0,16.1,1880.0,12.9,0.11,2,82.2
860.0,50.0,34.3,2188.0,33.0,0.75,11,64.1
764.0,184.0,62.1,1683.0,29.3,0.53,8,43.6
881.0,97.0,53.0,427.0,46.3,0.49,1,100.0
405.0,51.0,18.1,2124.0,3.2,0.41,1,29.9
16.0,119.0,59.6,385.0,37.9,0.64,9,49.6
563.0,121.0,22.7,1864.0,25.8,0.27,7,60.0
1197.0,298.0,27.3,1041.0,19.1,0.2,3,65.4
204.0,265.0,52.0,648.0,45.4,0.39,12,42.7
17.0,67.0,23.3,669.0,49.3,0.25,5,81.8
320.0,125.0,15.9,379.0,8.2,0.25,12,66.2
804.0,145.0,21.3,1277.0,29.1,0.5,12,82.0
811.0,75.0,66.0,452.0,27.3,0.39,8,100.0
331.0,124.0,46.2,1705.0,46.2,0.26,6,47.0
56.0,161.0,17.7,1532.0,44.9,0.36,4,46.3
478.0,122.0,36.7,2232.0,3.7,0.46,12,31.2
640.0,286.0,28.3,2450.0,2.5,0.67,5,20.5
884.0,44.0,43.4,1283.0,23.1,0.26,12,100.0
1062.0,236.0,63.8,986.0,2.5,0.78,3,34.1
1173.0,290.0,62.6,824.0,18.2,0.56,4,51.2
919.0,260.0,23.9,736.0,2.6,0.44,9,49.2
6.0,191.0,50.8,2329.0,20.5,0.7,11,14.7
850.0,151.0,16.6,723.0,44.6,0.64,2,96.9
89.0,93.0,49.8,1695.0,26.4,0.37,8,37.0
919.0,161.0,67.3,470.0,41.0,0.75,12,89.0
470.0,113.0,28.5,1295.0,48.5,0.76,11,49.1
921.0,31.0,21.7,1318.0,24.0,0.38,12,100.0
841.0,103.0,18.5,1128.0,29.6,0.74,3,88.4
32.0,188.0,12.4,873.0,24.9,0.67,2,55.8
881.0,194.0,33.2,2092.0,41.4,0.32,10,64.7
770.0,169.0,8.5,545.0,31.0,0.25,2,94.5
384.0,149.0,17.8,268.0,17.1,0.69,5,69.5
502.0,52.0,62.8,1668.0,34.4,0.43,6,62.0
97.0,254.0,28.1,2172.0,49.5,0.23,3,29.0
668.0,180.0,59.2,2254.0,39.3,0.5,12,48.6
634.0,146.0,52.8,1667.0,40.2,0.38,1,46.6
270.0,11.0,6.2,1807.0,49.3,0.32,5,100.0
33.0,201.0,25.9,2485.0,19.4,0.28,11,0.0
1165.0,108.0,6.1,432.0,2.7,0.34,5,100.0
211.0,201.0,50.5,1951.0,25.2,0.52,8,13.3
122.0,142.0,50.8,1583.0,49.5,0.63,4,36.7
666.0,58.0,32.1,2495.0,38.8,0.39,3,74.0
916.0,254.0,67.4,2154.0,35.5,0.5,6,49.8
377.0,246.0,38.7,375.0,18.0,0.62,10,38.8
297.0,96.0,66.1,1118.0,28.1,0.55,6,67.5
836.0,152.0,64.0,1034.0,28.1,0.54,3,76.9
533.0,283.0,16.9,1868.0,15.4,0.18,7,45.7
392.0,201.0,43.9,964.0,29.6,0.69,11,25.2
449.0,256.0,23.9,523.0,17.9,0.51,6,39.6
1095.0,93.0,18.5,877.0,41.6,0.48,7,99.7
330.0,19.0,56.1,682.0,24.4,0.42,7,95.9
336.0,173.0,5.0,1200.0,27.6,0.12,11,79.6
381.0,153.0,15.0,1457.0,12.5,0.75,10,39.9
925.0,58.0,67.4,1422.0,43.5,0.28,9,76.5
499.0,192.0,16.5,439.0,12.1,0.36,7,65.6
611.0,121.0,19.9,1187.0,30.4,0.3,9,70.8
166.0,291.0,40.5,468.0,19.6,0.42,10,13.8
1192.0,209.0,13.9,1502.0,9.5,0.44,4,57.1
360.0,50.0,52.6,1037.0,2.1,0.72,7,36.2
328.0,38.0,68.8,1315.0,16.2,0.79,3,65.1
1118.0,223.0,21.7,831.0,11.4,0.25,11,52.6
273.0,138.0,35.7,2165.0,22.1,0.5,3,59.9
180.0,44.0,32.7,1480.0,13.9,0.77,3,73.0
690.0,197.0,5.5,518.0,19.0,0.15,5,100.0
955.0,48.0,10.7,1013.0,2.9,0.52,6,91.1
1063.0,121.0,17.7,505.0,32.9,0.52,7,87.0
350.0,140.0,41.8,1574.0,9.5,0.69,12,20.8
33.0,215.0,66.4,1925.0,40.2,0.4,10,5.9
617.0,131.0,26.0,738.0,49.8,0.37,8,88.4
443.0,247.0,51.2,1366.0,12.4,0.17,4,51.4
19.0,213.0,16.7,2322.0,19.2,0.55,7,5.6
1116.0,144.0,18.2,676.0,34.9,0.79,8,96.8
1038.0,281.0,42.5,908.0,3.2,0.48,9,24.4
184.0,30.0,23.5,1657.0,49.7,0.39,6,60.5
156.0,190.0,26.0,393.0,17.3,0.29,8,57.4
887.0,139.0,14.4,1646.0,12.8,0.38,4,79.7
489.0,147.0,26.0,1351.0,20.7,0.66,8,64.3
938.0,241.0,69.5,1831.0,48.9,0.16,4,63.2
374.0,88.0,26.2,1355.0,44.6,0.68,2,71.6
271.0,182.0,36.3,403.0,3.1,0.32,5,73.0
1092.0,79.0,9.2,1411.0,34.7,0.3,10,96.4
460.0,296.0,13.7,1806.0,41.7,0.15,2,55.4
1001.0,51.0,20.4,282.0,29.9,0.19,6,100.0
692.0,86.0,51.8,861.0,4.0,0.25,9,37.1
523.0,245.0,48.6,1563.0,19.2,0.66,11,0.0
69.0,280.0,22.3,974.0,39.9,0.44,5,37.7
804.0,234.0,28.7,2142.0,37.6,0.75,1,47.9
227.0,106.0,69.0,210.0,36.8,0.59,2,72.1
1186.0,199.0,69.6,2165.0,6.6,0.32,7,38.5
792.0,151.0,49.5,1728.0,26.3,0.58,2,48.7
241.0,219.0,26.3,1725.0,22.0,0.74,2,34.1
756.0,211.0,64.9,2286.0,31.7,0.6,7,30.6
847.0,189.0,21.5,860.0,7.4,0.47,8,76.5
990.0,157.0,50.0,1124.0,47.0,0.75,4,77.0
1190.0,129.0,33.3,889.0,34.3,0.39,4,87.8
261.0,225.0,32.4,2229.0,49.7,0.13,5,59.2
304.0,160.0,39.9,2118.0,38.9,0.27,10,40.4
397.0,192.0,61.3,546.0,5.6,0.41,3,67.3
234.0,98.0,16.4,384.0,46.8,0.16,5,100.0
282.0,209.0,5.9,1413.0,32.8,0.54,5,76.3
20.0,118.0,28.5,2127.0,14.7,0.19,9,19.0
790.0,61.0,43.4,1140.0,26.8,0.47,1,68.3
311.0,14.0,32.8,463.0,47.2,0.65,2,100.0
833.0,287.0,31.5,2397.0,9.1,0.15,11,43.8
201.0,59.0,48.7,2233.0,40.3,0.2,8,45.0
502.0,183.0,50.7,1368.0,28.0,0.34,10,58.4
391.0,19.0,21.9,1489.0,1.3,0.49,5,75.7
44.0,143.0,66.7,2287.0,5.1,0.72,6,10.0
951.0,293.0,57.4,1609.0,11.6,0.75,10,21.1
842.0,183.0,52.3,1036.0,48.2,0.21,5,92.7
590.0,21.0,27.8,2135.0,36.8,0.25,9,71.9
528.0,186.0,34.8,946.0,24.5,0.17,10,82.0
903.0,106.0,14.0,968.0,49.7,0.33,3,100.0
1164.0,201.0,58.4,1080.0,43.9,0.65,2,50.3
889.0,67.0,63.9,949.0,4.8,0.56,2,61.7
565.0,286.0,55.9,1576.0,47.4,0.31,10,29.7
650.0,119.0,56.8,1314.0,47.8,0.69,9,43.3
847.0,229.0,23.2,1502.0,6.4,0.76,7,31.4
1136.0,17.0,65.4,1826.0,12.3,0.19,2,85.7
3.0,33.0,14.5,987.0,15.6,0.37,1,74.6
660.0,32.0,41.0,1345.0,32.6,0.18,1,97.9
652.0,297.0,42.6,2195.0,25.5,0.17,9,31.0
337.0,138.0,13.4,1813.0,36.0,0.34,10,52.2
672.0,243.0,7.5,1857.0,29.4,0.49,5,70.4
1098.0,257.0,47.7,2099.0,26.3,0.62,1,40.4
138.0,34.0,60.4,778.0,6.4,0.65,2,51.5
808.0,121.0,12.6,904.0,47.4,0.73,8,93.1
54.0,59.0,53.3,728.0,22.4,0.58,7,48.2
303.0,149.0,11.8,676.0,12.2,0.31,7,73.3
171.0,292.0,42.6,1552.0,12.7,0.38,4,6.1
