soil_type,soil_ph,avg_temperature,rainfall_7day,humidity,month,elevation,state,best_crop
0,5.3,33.5,118.6,66.9,9,528.0,0,7
3,5.5,14.1,68.0,48.7,4,1489.0,6,1
2,4.8,25.2,9.2,87.7,11,1204.0,0,5
1,4.6,20.4,74.9,38.1,11,859.0,7,5
1,6.2,28.7,113.0,85.9,11,532.0,2,7
1,7.7,27.6,130.8,78.5,3,934.0,5,12
1,7.2,17.9,132.3,51.5,6,1044.0,0,12
2,7.5,16.8,33.8,46.0,11,454.0,3,1
1,8.2,38.2,177.9,63.4,5,1177.0,6,13
1,8.5,40.6,193.6,86.0,2,262.0,0,4
2,8.2,30.0,56.6,87.2,1,1247.0,2,4
2,7.5,28.2,33.0,60.2,1,767.0,8,4
0,5.9,41.1,3.5,82.0,5,1209.0,3,13
3,4.8,10.0,175.2,55.7,9,561.0,6,11
3,6.0,34.1,87.6,58.3,3,1393.0,4,12
3,7.6,11.2,29.8,90.2,10,597.0,5,11
2,5.4,37.3,63.8,66.6,5,1147.0,0,12
1,7.2,30.5,52.6,39.5,12,1183.0,2,4
2,6.6,38.4,140.2,47.1,2,1196.0,7,12
0,5.5,30.2,72.7,48.1,7,725.0,5,13
1,5.9,20.5,62.4,61.3,8,1013.0,7,5
0,8.2,19.9,107.3,39.3,2,715.0,7,7
1,4.7,17.8,180.3,20.6,12,1380.0,8,8
3,8.4,31.3,168.7,37.8,2,612.0,8,12
1,5.4,14.2,150.8,43.2,10,196.0,5,1
0,5.9,22.5,91.4,30.3,12,39.0,5,7
1,6.6,17.3,159.2,74.6,4,597.0,9,1
3,5.6,34.6,18.9,26.4,9,1384.0,2,14
2,5.1,20.4,95.1,63.2,9,947.0,8,4
2,5.5,38.0,174.6,54.0,7,244.0,4,0
3,5.6,16.2,166.2,58.0,5,864.0,7,0
0,7.6,10.9,109.1,44.0,10,146.0,0,11
1,4.9,32.1,161.5,66.6,5,802.0,4,0
2,6.2,26.1,155.0,65.5,1,175.0,9,4
1,4.9,12.8,11.5,25.7,6,835.0,1,5
3,7.7,22.1,41.8,20.3,3,724.0,6,3
1,6.2,40.8,16.7,26.3,9,24.0,8,14
3,7.9,38.9,46.8,59.9,9,35.0,6,14
0,5.7,39.4,159.0,20.1,2,753.0,3,13
0,6.2,14.3,11.8,43.7,2,1114.0,3,11
1,4.6,30.2,127.8,50.8,2,1338.0,5,12
3,6.3,32.8,38.0,47.0,1,808.0,7,2
2,8.2,28.9,157.8,53.9,11,205.0,7,4
0,4.8,19.0,88.4,55.1,7,982.0,7,7
3,5.0,10.5,109.7,69.8,4,707.0,6,11
1,5.5,27.7,120.2,78.3,2,1117.0,8,12
1,4.7,13.9,184.9,41.4,10,1269.0,1,1
3,6.8,21.3,165.0,32.7,8,6.0,6,0
1,5.6,36.4,142.7,86.8,6,1346.0,9,0
2,5.2,31.7,197.6,82.4,4,80.0,6,12
2,5.6,33.4,2.0,33.4,9,1252.0,0,14
3,6.0,19.8,171.4,53.8,11,541.0,1,11
1,6.6,32.9,6.6,23.9,12,646.0,5,8
3,8.1,34.4,181.1,48.4,12,1119.0,2,0
2,8.0,33.8,124.5,57.7,9,223.0,7,0
3,7.6,28.7,145.2,50.1,9,1473.0,4,4
2,6.5,35.6,191.8,39.4,11,169.0,3,4
2,5.0,40.1,94.7,46.4,6,113.0,2,0
1,4.6,39.2,96.0,70.8,11,1194.0,6,5
3,5.2,23.5,46.9,40.1,11,642.0,3,11
2,6.0,27.5,141.0,68.1,2,1260.0,5,12
2,4.9,40.0,134.3,66.7,4,1403.0,8,0
2,5.6,23.2,2.8,36.1,2,51.0,5,12
0,7.9,36.4,166.7,90.1,3,1137.0,4,12
2,5.4,31.7,172.4,54.2,7,1373.0,1,0
3,6.9,18.4,39.3,28.7,3,56.0,2,14
0,7.1,24.9,70.4,86.5,3,1179.0,3,11
2,5.0,14.6,152.4,89.7,10,126.0,8,1
2,7.0,17.5,59.6,30.2,7,1486.0,7,0
1,7.3,14.1,65.8,54.0,5,1010.0,0,1
0,7.5,38.7,51.7,59.0,12,1110.0,9,13
2,4.7,29.4,150.1,63.3,4,632.0,5,0
1,4.9,13.9,41.6,87.2,9,185.0,0,1
0,5.4,37.9,107.1,93.7,10,1029.0,5,4
1,5.5,14.9,46.0,90.2,6,673.0,0,5
2,5.2,41.1,6.5,86.4,6,311.0,6,0
3,5.5,11.0,162.2,94.5,5,1494.0,0,0
1,8.0,36.8,141.3,89.4,8,1462.0,6,0
0,5.8,33.0,116.4,82.0,7,241.0,9,0
2,6.2,39.1,37.6,87.9,5,74.0,9,9
3,6.9,22.7,177.0,51.8,2,527.0,7,12
1,5.5,28.0,153.2,33.5,1,1267.0,0,4
2,5.1,20.7,162.5,56.3,5,235.0,6,0
3,7.3,40.7,92.6,50.5,7,327.0,4,0
3,5.9,33.2,7.0,66.2,10,647.0,7,14
3,5.3,33.5,32.4,32.3,7,1030.0,5,0
3,7.7,35.8,28.2,83.2,6,714.0,0,13
1,5.0,35.7,174.3,77.0,7,1250.0,2,0
0,6.5,22.3,109.1,30.4,3,612.0,2,12
0,7.7,27.5,143.1,52.3,11,851.0,9,10
2,5.7,11.8,144.6,81.4,2,389.0,2,0
2,6.1,26.2,21.9,82.4,9,932.0,1,14
1,6.5,28.9,190.5,36.2,12,505.0,2,4
0,6.5,40.6,188.5,61.3,9,418.0,4,4
1,6.7,13.2,5.3,29.7,3,844.0,5,1
3,8.1,18.7,25.4,82.7,6,459.0,7,5
3,5.4,24.3,101.4,71.4,2,419.0,0,12
3,5.8,29.8,43.4,50.0,11,1343.0,1,5
1,7.5,24.8,198.4,65.5,11,185.0,9,4
3,7.6,16.1,81.1,31.5,5,11.0,2,3
1,4.8,18.8,55.5,23.7,9,863.0,0,5
1,7.7,29.6,161.0,75.4,6,1313.0,5,12
3,5.5,37.3,155.2,79.2,12,1130.0,3,4
0,7.1,14.4,136.1,36.3,6,1096.0,3,8
3,4.6,24.8,22.9,24.6,11,744.0,4,11
0,5.8,16.3,147.6,89.8,10,928.0,1,10
2,5.6,35.9,150.9,81.0,3,600.0,7,12
3,6.6,15.7,132.3,47.4,7,617.0,2,0
0,6.3,35.2,119.9,92.1,1,842.0,1,4
2,8.1,26.4,82.4,26.1,5,397.0,9,0
1,5.4,29.4,35.9,62.1,6,1377.0,7,7
3,8.0,20.8,192.0,45.9,10,1017.0,7,4
0,6.7,23.8,6.3,83.1,11,1108.0,7,11
1,7.7,26.6,81.4,31.9,7,862.0,9,12
3,7.5,26.6,117.9,59.7,12,1427.0,7,4
1,6.3,34.7,102.1,27.9,3,341.0,3,12
2,6.1,15.8,72.5,22.1,7,922.0,9,0
0,5.1,36.3,160.2,65.2,10,75.0,5,4
3,7.3,27.0,69.0,84.9,7,565.0,6,0
1,6.7,26.3,82.1,40.1,3,614.0,4,12
0,6.3,15.8,115.5,41.5,3,945.0,3,10
2,4.9,19.4,127.4,90.2,1,618.0,4,4
1,6.1,18.1,102.1,35.0,2,266.0,1,4
2,6.0,26.1,164.9,84.5,7,823.0,8,0
2,7.6,13.0,8.5,64.7,6,392.0,7,8
3,4.8,39.9,172.9,73.3,5,1483.0,8,0
0,7.8,34.0,63.0,89.6,4,219.0,7,3
1,4.6,33.7,22.6,58.8,11,1435.0,8,5
2,8.3,21.0,68.8,92.6,8,1401.0,2,0
3,6.9,14.4,112.0,49.5,11,596.0,1,1
1,8.1,40.1,12.8,55.0,6,1490.0,9,13
2,6.0,23.0,2.9,47.0,11,1374.0,0,11
1,6.6,17.9,71.7,32.6,5,351.0,2,9
3,4.7,27.3,179.3,53.3,2,30.0,0,4
2,5.0,35.6,80.4,58.5,1,1408.0,8,4
3,7.7,35.6,98.8,51.4,12,1299.0,1,4
2,5.4,35.7,185.0,87.3,1,1369.0,9,4
3,4.6,37.3,174.6,35.3,9,444.0,4,4
3,5.0,14.2,23.7,36.3,9,1453.0,4,1
3,4.6,15.5,149.4,39.3,6,1426.0,6,0
0,6.0,35.2,80.5,37.7,12,668.0,8,4
1,6.5,41.0,161.2,86.6,7,1412.0,7,12
0,4.6,32.0,17.7,52.1,10,734.0,5,5
2,8.3,13.0,183.7,74.1,1,1343.0,1,1
1,7.6,23.1,94.5,58.7,5,1267.0,5,3
1,6.0,21.3,23.2,49.7,6,998.0,0,14
0,8.2,20.9,177.8,61.8,8,497.0,5,0
3,6.9,19.4,153.1,88.6,6,300.0,9,0
1,6.1,16.7,34.1,47.5,8,1424.0,5,11
1,5.3,19.1,93.9,94.7,9,600.0,3,7
0,6.5,40.4,96.8,78.1,9,562.0,1,7
3,5.4,41.3,107.2,53.8,4,188.0,2,12
0,5.2,37.1,117.5,38.4,12,1397.0,8,13
2,8.0,16.1,99.6,74.2,3,241.0,2,3
0,7.9,39.1,118.1,58.7,1,144.0,8,4
2,8.0,25.3,121.1,30.4,2,350.0,4,12
3,6.1,16.5,72.2,61.3,10,942.0,1,1
2,7.5,24.4,110.4,32.0,3,56.0,6,12
2,6.1,13.2,137.2,51.9,1,33.0,8,4
2,6.0,28.0,196.8,46.2,5,1094.0,6,0
2,6.7,23.5,68.8,63.3,9,785.0,8,11
3,7.9,31.1,26.9,59.8,3,163.0,0,12
0,8.5,39.6,13.6,63.8,6,45.0,2,13
1,7.8,17.5,47.0,49.1,3,190.0,2,3
0,7.4,16.2,4.8,31.1,2,529.0,3,10
2,7.3,11.2,197.4,22.1,1,416.0,2,4
0,5.9,33.2,42.6,52.5,1,262.0,6,2
1,5.2,19.0,13.2,44.4,7,914.0,6,5
3,6.3,26.1,196.9,62.6,9,958.0,2,7
0,6.1,29.6,137.4,31.8,12,301.0,0,8
3,8.3,29.4,109.9,38.7,6,226.0,0,0
0,7.9,23.6,160.4,42.8,12,611.0,7,8
1,7.1,17.6,149.1,72.6,10,80.0,4,4
2,8.1,27.2,0.5,83.7,1,485.0,4,4
1,5.9,24.5,184.2,86.0,10,724.0,9,5
3,6.5,11.7,19.7,59.1,1,1110.0,7,1
3,8.3,22.0,119.2,40.1,5,832.0,1,12
2,5.0,35.2,132.4,85.3,8,1198.0,5,0
1,6.1,27.5,143.5,27.4,6,116.0,1,0
0,4.8,40.0,4.5,66.6,2,133.0,3,13
1,5.4,34.7,185.1,81.7,4,563.0,5,12
0,5.6,29.7,199.5,33.4,1,617.0,7,2
1,4.7,22.9,94.2,51.6,3,590.0,1,12
0,6.4,11.8,55.7,55.8,11,948.0,5,11
0,7.5,39.4,42.2,25.3,8,959.0,6,13
3,5.5,12.8,41.1,63.6,2,1477.0,4,11
3,5.5,14.9,182.3,30.9,4,42.0,7,0
1,6.6,27.7,92.9,91.5,11,238.0,2,4
2,6.7,30.5,173.9,80.9,8,1213.0,7,0
2,8.2,11.1,24.1,21.3,10,1001.0,4,1
3,7.5,32.5,187.4,52.4,7,1417.0,7,0
1,6.6,28.0,109.3,32.7,5,1241.0,4,3
1,7.0,15.5,77.5,94.2,1,966.0,0,11
0,5.9,12.1,183.1,52.9,9,40.0,9,11
2,5.8,21.4,38.7,76.1,2,114.0,0,4
2,7.4,18.6,130.0,69.6,12,989.0,1,1
2,4.8,16.9,11.6,77.7,4,1132.0,4,1
2,5.0,26.0,127.6,65.1,12,938.0,1,0
2,7.2,30.0,40.7,71.3,2,419.0,5,4
1,5.7,12.3,90.6,30.8,9,922.0,0,1
0,8.5,36.7,8.4,55.9,4,1310.0,3,13
0,6.7,18.9,35.8,55.9,3,835.0,7,11
2,7.1,11.5,134.4,26.7,3,363.0,1,12
1,7.2,31.7,11.6,57.5,8,650.0,0,5
3,6.3,19.4,79.7,36.9,12,947.0,9,1
0,4.9,15.8,90.8,33.0,1,839.0,3,8
0,7.3,13.5,166.4,83.1,10,1122.0,1,11
3,5.4,33.4,75.5,81.1,12,69.0,0,4
3,7.9,12.5,123.5,79.8,11,1498.0,9,1
0,4.9,13.3,86.4,49.7,2,195.0,5,12
3,5.9,25.9,135.7,79.9,8,476.0,0,0
0,8.4,24.7,113.7,23.3,4,1346.0,7,3
0,4.6,33.4,128.3,24.7,4,1427.0,5,12
0,8.1,24.9,64.7,56.5,1,602.0,5,7
1,4.7,10.8,138.7,37.4,9,332.0,5,1
2,7.7,15.8,10.0,30.2,1,537.0,8,1
0,8.3,12.7,100.9,55.0,4,644.0,5,11
3,8.2,38.9,126.4,58.5,8,1159.0,8,13
1,5.5,13.3,26.2,87.0,7,795.0,7,5
3,5.2,23.9,17.5,77.9,4,449.0,4,1
2,5.6,18.6,126.9,55.8,11,1441.0,4,5
1,7.8,27.3,89.1,37.6,5,669.0,0,3
0,6.3,40.2,52.2,65.7,6,97.0,7,13
1,7.6,32.2,127.8,57.0,3,437.0,5,12
2,8.4,10.3,35.0,88.0,10,489.0,2,1
0,8.5,23.5,28.6,51.8,6,275.0,9,8
3,7.9,21.1,161.4,56.9,8,339.0,1,0
3,7.5,27.8,104.7,85.0,3,720.0,0,12
2,5.4,28.0,70.4,74.5,3,760.0,5,12
1,6.5,25.9,32.6,34.8,8,154.0,1,5
1,6.4,36.3,80.4,32.0,8,234.0,4,0
0,6.8,35.1,12.0,84.9,3,542.0,0,13
0,5.6,15.7,24.0,67.2,5,109.0,5,8
2,6.9,42.0,75.9,35.0,10,348.0,5,4
2,7.4,20.6,10.0,77.8,5,250.0,7,0
3,7.2,16.9,192.6,37.6,2,1419.0,9,4
1,6.6,36.2,138.6,56.9,7,323.0,1,0
3,7.4,37.7,94.0,87.4,12,1214.0,4,4
2,5.0,41.7,85.1,48.9,9,1236.0,6,4
3,5.8,22.1,156.5,40.2,4,1442.0,7,0
3,5.3,32.3,104.2,52.4,8,946.0,2,12
0,4.6,39.7,100.7,75.5,4,890.0,9,13
2,7.3,41.8,21.9,39.7,5,1362.0,1,0
2,7.2,10.4,174.1,41.4,6,1207.0,5,12
3,8.2,30.7,176.3,39.2,10,543.0,0,4
2,6.7,18.5,43.2,82.8,11,1437.0,4,1
1,6.0,31.5,48.9,79.2,8,842.0,7,14
3,6.0,40.4,135.1,25.6,9,1187.0,3,4
1,8.4,13.0,146.5,57.0,4,852.0,0,1
2,5.6,27.4,140.2,38.4,9,655.0,1,0
0,6.2,29.0,115.3,57.8,4,637.0,2,3
1,6.8,29.1,196.4,53.1,3,437.0,0,4
1,4.5,35.4,56.5,93.0,12,684.0,0,4
3,6.1,29.3,154.2,36.9,8,414.0,8,12
2,6.5,12.3,163.3,64.1,3,1038.0,2,1
3,7.6,17.7,147.7,94.3,8,974.0,9,1
2,8.5,12.9,25.5,62.4,1,1246.0,4,1
0,4.6,19.4,106.2,51.1,6,401.0,4,7
3,8.4,12.2,32.0,60.0,1,74.0,9,1
1,5.8,27.3,37.6,66.0,9,758.0,5,5
2,7.4,36.1,173.8,85.1,9,869.0,8,0
0,4.6,18.5,132.6,38.1,6,1168.0,6,5
0,4.6,41.3,55.5,81.7,12,379.0,7,13
3,5.3,10.9,68.2,72.3,11,1127.0,7,1
2,7.3,13.2,151.7,20.7,7,62.0,5,0
2,5.9,23.3,156.5,42.9,3,391.0,0,12
2,7.4,39.5,14.7,35.1,12,320.0,7,13
2,5.8,31.5,137.3,48.5,9,1136.0,7,0
0,7.7,24.7,97.4,65.6,12,1287.0,7,10
0,4.9,33.8,57.6,25.4,8,1146.0,8,13
1,7.8,23.1,8.4,52.1,8,687.0,2,5
2,7.0,32.5,111.6,38.5,11,1144.0,1,4
3,8.5,36.5,38.6,73.1,1,1230.0,7,4
1,7.7,12.1,135.3,42.4,7,946.0,1,11
1,5.6,15.3,176.2,49.9,12,1156.0,5,1
0,5.0,32.8,126.6,32.8,9,1288.0,0,14
3,6.1,16.7,80.6,58.5,3,1255.0,2,11
3,7.0,37.0,73.6,93.4,7,754.0,1,0
3,6.0,36.1,166.4,20.1,5,540.0,1,12
2,5.4,12.6,158.7,64.8,2,420.0,8,12
2,6.3,36.2,60.2,61.0,3,1410.0,3,12
3,6.0,38.8,89.9,48.1,8,1094.0,0,0
1,6.3,19.2,110.6,94.3,9,1395.0,4,7
0,8.3,18.2,185.6,76.2,12,461.0,5,8
1,7.1,40.0,111.0,93.6,1,1201.0,3,4
2,6.4,10.4,4.0,80.0,3,388.0,6,1
2,5.7,36.0,99.9,93.4,10,449.0,3,0
3,6.2,11.3,43.5,75.9,5,1408.0,2,1
1,4.6,27.6,136.5,58.7,10,1234.0,9,4
2,6.3,13.0,197.4,64.5,3,1263.0,0,12
1,6.3,34.7,7.9,35.0,9,136.0,5,14
3,4.5,18.4,197.2,74.1,8,391.0,2,0
3,8.4,13.9,12.7,49.7,2,1281.0,1,11
0,5.4,35.3,155.5,87.9,7,498.0,3,12
3,6.0,27.6,48.5,28.7,12,56.0,6,8
2,6.1,19.0,172.3,31.6,8,663.0,6,1
3,5.2,34.3,113.7,38.9,5,732.0,3,9
2,6.9,14.5,190.1,69.5,10,1004.0,4,1
3,5.3,22.0,107.5,70.3,5,579.0,0,0
0,6.3,32.0,7.8,55.2,2,1012.0,0,2
0,5.3,18.0,31.2,53.1,4,843.0,2,14
0,6.3,23.5,49.8,26.2,11,516.0,5,10
1,5.2,39.4,163.2,77.1,9,832.0,9,4
2,7.9,32.2,82.8,90.3,7,1410.0,8,0
2,5.6,14.3,54.4,65.1,6,1113.0,8,5
2,5.0,16.6,174.9,36.5,10,1026.0,6,1
1,5.8,33.5,169.4,67.7,4,36.0,1,12
3,7.2,10.1,21.6,34.0,3,536.0,6,1
1,5.8,23.2,29.2,79.5,1,877.0,5,4
3,7.8,24.8,132.5,83.6,2,828.0,2,4
2,6.9,32.7,65.9,86.5,6,224.0,0,0
1,4.8,30.7,170.0,93.7,3,185.0,4,12
1,8.1,16.4,41.9,23.2,1,1057.0,9,1
1,8.0,23.9,170.8,59.1,6,1357.0,5,12
0,5.7,36.8,38.4,83.8,2,292.0,9,13
2,7.6,22.9,193.8,37.8,12,492.0,4,0
2,8.4,14.8,29.3,89.8,3,1070.0,8,1
0,5.4,26.1,190.2,35.3,8,353.0,4,12
0,6.6,23.0,34.1,75.6,6,1128.0,2,5
2,7.2,10.5,39.3,35.3,2,68.0,9,1
3,5.0,32.7,84.2,44.4,2,1302.0,8,12
3,8.3,36.3,22.3,39.3,5,336.0,0,0
3,5.1,24.7,84.3,51.0,8,1106.0,2,12
1,6.4,40.3,149.8,57.2,9,1133.0,8,12
2,8.2,34.3,0.4,86.2,8,634.0,7,13
3,7.4,38.7,79.7,63.0,12,24.0,0,0
0,5.9,11.0,169.9,23.7,11,471.0,3,11
2,5.9,34.4,132.6,28.9,5,1494.0,8,0
3,5.1,20.1,146.8,74.7,3,438.0,6,4
3,6.1,15.7,110.8,66.7,10,729.0,5,1
0,6.8,10.5,194.1,68.0,3,40.0,2,11
1,6.5,25.9,151.5,87.8,12,1099.0,9,4
2,6.6,41.4,3.9,21.4,12,498.0,9,1
2,4.7,21.4,158.7,33.5,10,737.0,7,4
0,6.8,40.3,30.6,26.3,6,346.0,9,13
2,6.7,37.5,72.9,87.1,9,410.0,2,4
2,7.6,18.6,104.5,58.8,10,514.0,7,10
1,5.4,17.6,74.0,45.3,6,15.0,9,8
3,4.7,28.3,1.4,72.0,7,1045.0,0,5
2,5.8,18.0,43.9,46.4,8,155.0,2,5
2,7.1,33.9,19.8,63.4,8,6.0,7,0
3,7.8,21.9,34.9,87.7,11,992.0,4,10
2,4.8,33.2,124.2,22.8,9,580.0,3,0
3,5.5,27.7,109.5,71.3,5,249.0,0,0
0,6.6,30.1,49.5,43.8,3,1081.0,9,2
1,8.2,23.9,27.2,61.8,8,571.0,1,5
2,4.7,13.0,139.9,26.4,11,990.0,1,11
1,6.3,31.5,53.9,53.3,4,1178.0,3,3
2,5.2,32.0,150.0,51.7,12,1001.0,7,0
1,5.7,41.2,32.9,41.0,12,756.0,5,1
2,5.9,11.4,0.9,62.8,8,106.0,2,1
2,7.5,31.0,197.1,47.7,7,133.0,1,0
2,6.8,13.4,171.6,54.5,3,419.0,4,12
2,8.2,37.1,69.8,78.0,11,1245.0,1,4
2,4.8,36.8,176.1,42.9,8,1317.0,6,0
3,7.3,25.7,80.1,54.9,3,988.0,2,12
3,7.9,10.2,21.1,20.6,3,622.0,4,1
2,5.1,22.0,198.7,43.0,4,131.0,2,0
2,8.1,22.4,127.0,87.3,7,376.0,5,0
2,8.4,30.4,173.9,33.4,12,1191.0,5,0
3,4.8,28.4,194.4,32.4,6,1009.0,8,0
2,7.7,34.3,194.7,85.9,9,274.0,4,4
0,5.4,32.8,18.0,71.0,7,568.0,9,2
2,8.2,27.3,78.6,33.6,4,1425.0,0,3
3,4.5,15.9,152.5,46.5,10,1356.0,1,10
1,6.6,27.8,43.9,70.9,2,1149.0,9,2
1,6.2,41.8,114.6,66.4,9,1426.0,0,7
3,4.6,11.2,126.7,72.5,11,410.0,7,1
0,8.0,32.0,11.5,85.7,9,24.0,7,5
3,4.7,23.2,50.4,79.5,12,1456.0,4,11
1,6.5,10.1,123.3,86.1,1,280.0,5,12
2,6.4,41.0,95.0,46.7,2,1298.0,9,12
0,5.8,25.1,56.9,67.0,7,861.0,9,13
1,5.8,11.4,74.3,81.5,10,775.0,0,1
1,7.1,36.8,2.3,28.4,10,1350.0,3,4
2,4.8,11.1,97.9,51.1,1,1324.0,2,4
0,4.5,40.9,71.8,54.0,2,964.0,3,2
3,7.4,23.5,174.1,69.8,12,454.0,5,4
0,7.8,39.1,18.8,78.4,4,59.0,9,13
2,5.7,39.3,96.4,64.8,9,321.0,8,0
2,8.5,33.2,97.6,83.0,8,231.0,7,0
0,7.6,38.1,75.7,52.0,12,57.0,6,13
2,4.8,39.9,5.6,81.1,8,1416.0,6,13
1,7.5,27.2,67.0,20.8,4,1439.0,5,3
0,8.0,36.4,67.6,85.0,1,1347.0,2,4
0,5.6,29.8,133.8,55.1,2,99.0,5,12
3,5.1,37.3,19.1,40.6,3,1462.0,9,12
0,8.1,19.8,137.1,85.5,5,1472.0,1,14
3,7.7,14.0,168.9,63.4,3,199.0,7,12
2,7.8,17.6,98.7,36.4,3,1143.0,1,12
2,7.6,25.6,85.7,40.6,4,1074.0,8,3
0,4.7,33.0,78.0,73.8,7,572.0,6,13
3,5.3,15.3,182.6,52.4,2,608.0,0,4
0,6.9,10.5,111.1,85.8,6,93.0,3,7
2,7.4,32.1,9.7,24.5,10,535.0,5,4
3,6.9,22.4,133.3,21.3,12,507.0,6,4
2,8.3,17.4,54.3,47.7,1,393.0,6,4
1,6.4,35.9,162.0,31.4,7,749.0,7,0
2,5.1,23.3,152.0,55.4,8,337.0,7,0
1,5.4,41.1,67.0,67.9,9,1176.0,1,7
3,4.7,29.5,21.6,64.8,11,737.0,0,5
0,7.2,24.6,22.7,43.5,11,1429.0,2,11
2,5.9,30.1,78.3,38.3,12,113.0,0,0
3,7.8,20.2,81.8,89.1,2,5.0,7,4
3,5.4,38.8,0.0,73.3,9,1043.0,9,14
3,8.3,17.0,10.1,92.4,7,116.0,5,1
0,5.8,31.4,197.2,78.3,12,1487.0,7,5
3,6.8,33.5,29.8,72.2,9,675.0,4,14
3,5.4,40.8,45.1,80.0,8,1459.0,2,14
0,5.2,18.6,181.9,26.0,3,90.0,4,12
3,6.8,17.1,155.9,43.2,1,1325.0,1,4
1,8.4,15.3,113.5,64.1,3,46.0,3,4
0,5.5,18.3,5.9,27.3,3,1008.0,4,5
2,6.3,36.7,66.7,68.6,7,76.0,2,12
0,6.8,20.2,87.6,23.0,6,736.0,2,7
0,8.0,29.2,37.6,88.5,9,1140.0,5,10
3,7.0,32.7,43.3,71.7,2,21.0,3,12
3,7.3,20.5,74.9,70.3,3,855.0,9,11
3,6.5,32.8,187.9,54.3,10,255.0,8,4
0,8.4,32.7,135.7,61.0,8,804.0,1,12
1,8.5,21.3,20.9,76.1,8,35.0,1,14
1,5.4,28.4,129.0,71.0,3,1191.0,1,12
2,5.3,15.2,156.3,26.8,8,1309.0,3,0
2,5.9,21.8,83.0,81.6,2,577.0,0,4
2,7.5,14.3,191.0,49.6,4,743.0,5,1
1,7.5,13.6,93.9,46.1,12,1224.0,7,11
1,6.2,31.5,84.3,64.7,8,598.0,2,12
1,8.0,28.2,80.1,44.2,7,1041.0,8,3
2,6.3,19.8,61.5,60.1,12,961.0,3,10
2,7.4,20.2,70.3,23.8,11,713.0,8,10
2,6.1,36.7,107.2,33.0,10,782.0,5,4
1,6.1,15.1,166.0,74.2,3,1227.0,9,11
3,7.7,20.1,121.7,38.8,5,766.0,1,0
0,5.2,11.6,19.4,78.8,1,362.0,1,2
0,4.8,33.4,161.6,92.0,10,940.0,1,14
3,5.0,37.2,67.3,82.2,12,549.0,3,4
2,7.9,17.1,187.3,28.7,2,28.0,3,12
1,5.4,15.4,61.0,41.8,4,1396.0,4,1
3,4.7,34.0,115.7,74.5,3,45.0,9,12
0,5.1,23.5,94.4,93.0,9,1118.0,0,7
2,7.6,23.8,120.4,33.2,8,720.0,3,0
3,7.0,31.0,106.2,59.9,8,292.0,3,12
0,7.0,22.7,48.7,81.2,1,127.0,2,8
2,6.9,28.9,124.4,79.9,7,1486.0,6,0
2,7.5,36.8,22.9,58.8,2,1136.0,5,12
2,7.1,21.4,102.4,93.7,10,190.0,2,4
2,5.0,14.5,5.4,48.7,4,295.0,9,1
2,5.1,30.7,13.3,37.6,9,1340.0,9,14
3,7.9,14.2,152.8,70.4,11,407.0,6,11
0,6.7,33.3,131.0,86.8,10,26.0,7,4
3,8.2,23.7,64.8,88.1,9,273.0,6,4
3,5.5,39.7,148.1,39.4,8,1244.0,2,13
3,6.5,19.8,81.2,85.8,11,442.0,5,7
3,5.1,26.3,79.7,78.8,10,811.0,2,8
3,6.5,35.6,80.3,53.7,7,146.0,6,0
1,6.4,41.2,93.4,55.3,4,1411.0,2,3
3,7.8,38.5,177.3,25.1,8,912.0,6,0
2,5.7,30.4,180.4,89.0,1,477.0,2,4
1,4.7,15.1,149.5,57.5,9,882.0,9,1
3,6.2,24.5,70.1,60.8,10,721.0,9,10
2,7.4,11.5,147.7,79.0,1,906.0,5,1
0,7.0,10.6,153.4,64.9,3,1127.0,5,11
3,5.2,24.8,70.0,64.7,1,1148.0,6,4
2,5.9,22.9,120.6,50.8,10,641.0,8,0
1,6.6,14.0,144.1,43.4,4,299.0,1,1
1,5.0,21.2,8.5,65.6,9,1312.0,6,5
3,6.2,12.3,145.7,68.3,8,1380.0,2,1
1,7.4,32.5,181.1,78.4,7,1024.0,2,0
2,8.2,23.9,32.4,50.6,3,890.0,8,3
3,6.0,40.5,81.2,61.2,4,1419.0,5,12
2,5.5,28.8,180.9,80.5,10,214.0,3,4
2,7.3,27.6,99.5,54.7,7,1086.0,8,0
3,6.6,11.8,44.8,40.3,6,11.0,5,1
1,6.8,31.9,186.4,35.6,8,90.0,7,12
1,7.6,39.2,44.3,28.3,2,319.0,9,12
0,7.6,29.4,56.9,84.3,4,1007.0,1,10
0,5.6,33.0,54.5,35.4,4,1304.0,7,14
2,7.2,22.1,198.3,74.2,8,1273.0,2,0
3,6.1,26.4,123.7,90.8,12,313.0,3,4
1,6.7,21.1,189.1,60.4,12,618.0,7,4
3,4.7,30.8,84.6,34.7,6,928.0,1,0
1,8.1,16.1,194.4,52.4,8,940.0,3,11
2,7.6,20.8,183.4,43.9,7,471.0,3,0
0,7.7,30.0,71.9,23.4,9,854.0,0,10
3,6.0,32.0,161.9,76.6,11,443.0,6,4
0,7.4,33.3,26.0,28.9,5,643.0,7,13
0,8.2,10.2,79.7,21.5,1,90.0,5,11
0,7.3,15.4,158.7,92.4,8,735.0,3,10
2,7.3,34.8,30.8,45.4,9,1239.0,7,3
0,7.4,15.7,119.8,55.2,10,935.0,2,11
0,7.4,10.1,190.1,54.4,1,206.0,8,11
3,6.9,11.2,29.5,30.5,6,1075.0,9,8
