crop,soil_type,soil_ph,avg_temperature,rainfall_7day,humidity,area_acres,elevation,state,month,yield_per_acre
0,1,7.6,11.6,111.2,54.3,18.1,337.0,7,7,0.78
6,3,5.0,31.0,115.5,37.4,11.4,1059.0,5,8,0.18
4,1,4.7,10.6,175.6,20.5,19.1,777.0,3,9,3.18
13,1,8.2,27.6,27.7,76.2,18.9,1478.0,9,9,0.22
2,0,7.9,18.8,43.7,94.9,5.9,939.0,4,1,0.4
4,1,7.9,14.4,52.0,90.2,8.9,505.0,9,11,10.25
0,0,6.6,19.8,20.2,68.8,10.7,1363.0,9,10,0.34
0,1,4.6,17.3,181.4,53.8,2.5,97.0,9,12,0.38
12,3,5.8,23.8,18.1,64.7,5.5,291.0,5,10,3.04
14,1,5.1,38.9,178.5,51.8,13.1,1244.0,0,8,0.28
1,3,6.2,36.2,184.1,63.7,15.4,1289.0,0,12,0.36
13,3,5.6,30.7,68.8,42.9,1.4,1160.0,0,2,0.14
9,0,7.2,39.7,82.9,39.3,3.5,248.0,1,5,0.87
12,0,4.8,14.4,2.1,28.8,5.0,754.0,0,6,1.47
14,3,6.3,41.3,131.0,23.5,8.5,499.0,5,2,0.14
4,2,4.6,33.8,150.9,37.8,4.9,508.0,4,5,3.38
10,3,5.9,24.3,114.2,41.5,6.2,867.0,4,9,0.18
8,3,6.3,23.4,143.7,24.0,18.0,623.0,3,1,2.58
6,2,6.6,13.3,178.5,92.0,3.5,618.0,5,11,0.11
9,3,5.9,20.7,52.2,89.7,4.7,1267.0,2,7,1.51
6,3,7.4,39.3,42.3,81.0,8.1,1498.0,3,3,0.16
13,0,7.7,18.6,33.6,32.0,13.4,658.0,5,12,0.1
1,2,7.8,26.7,100.0,44.3,17.0,1339.0,6,3,0.3
6,2,7.6,32.3,40.8,24.5,9.9,8.0,1,1,0.28
9,3,7.4,20.2,160.8,29.6,6.7,773.0,0,7,0.73
10,0,4.9,21.9,186.9,48.2,11.6,904.0,8,2,0.1
11,3,6.7,29.8,54.3,51.1,5.4,1216.0,8,2,0.12
7,1,8.2,22.2,47.2,84.9,19.8,1322.0,2,4,2.5
2,3,7.6,34.7,57.1,25.2,1.0,528.0,1,3,0.42
12,0,8.3,21.8,165.4,55.9,19.0,197.0,4,12,2.9
1,2,8.2,37.8,95.1,27.7,16.9,2.0,5,2,0.18
8,3,4.6,37.6,121.8,35.8,15.1,1133.0,7,12,0.82
1,0,7.2,20.3,169.5,93.7,6.9,773.0,2,10,0.8
4,1,6.0,19.7,64.0,57.2,9.8,949.0,7,3,20.11
2,1,6.7,18.0,12.3,91.4,3.2,1072.0,3,2,0.27
4,1,4.8,33.0,85.5,43.7,7.1,628.0,8,6,6.98
9,2,6.8,25.6,156.3,58.8,2.5,458.0,2,8,0.46
10,0,6.1,12.0,100.2,76.3,4.9,1281.0,3,1,0.11
10,3,8.5,39.7,64.7,93.0,16.0,1038.0,2,3,0.1
13,0,7.9,28.9,4.4,35.6,2.3,1427.0,3,6,0.26
12,1,7.0,16.4,32.3,82.5,17.2,1075.0,3,2,3.84
10,3,4.9,36.1,77.4,41.1,0.5,614.0,8,1,0.1
8,0,5.8,39.8,150.5,43.4,12.0,1334.0,6,8,0.68
11,3,5.7,28.7,21.3,89.7,13.4,909.0,4,8,0.2
5,3,6.7,40.5,181.0,49.1,1.5,516.0,0,3,0.27
5,1,8.3,19.4,141.5,27.2,2.9,691.0,8,7,0.92
4,1,7.7,41.8,107.0,54.9,3.6,965.0,2,12,10.4
3,0,6.4,26.6,70.6,54.0,16.5,188.0,8,2,0.25
1,0,8.1,15.2,139.3,46.4,2.4,301.0,0,4,0.33
3,2,6.2,18.4,112.5,91.0,18.3,930.0,9,8,0.15
8,2,6.5,13.3,163.0,70.7,11.9,1199.0,8,4,1.39
7,0,8.2,13.2,28.7,52.2,16.7,1267.0,8,2,2.44
0,1,7.3,38.1,35.9,59.0,3.5,394.0,3,6,1.56
10,3,4.8,15.6,85.9,68.5,7.6,299.0,8,4,0.1
13,0,5.6,32.6,81.7,80.8,4.4,785.0,1,2,0.15
9,2,6.3,18.3,143.0,84.8,16.7,819.0,6,4,0.56
7,3,5.1,15.9,113.9,24.7,14.7,842.0,1,9,3.06
8,2,5.5,22.0,46.1,62.1,14.3,469.0,2,5,2.84
5,3,7.2,17.4,170.6,41.3,3.7,1460.0,2,1,0.45
2,3,5.0,17.7,63.5,44.3,11.9,1139.0,9,6,0.17
8,2,6.7,34.4,11.0,32.5,6.2,1422.0,5,12,2.44
3,0,8.4,26.7,108.9,46.2,3.9,1040.0,7,10,0.13
7,1,7.7,40.1,158.9,61.4,19.3,336.0,3,5,1.79
10,2,6.7,32.5,38.1,20.4,3.6,1110.0,4,2,0.15
11,2,8.1,29.9,66.1,31.6,3.4,393.0,2,8,0.1
2,2,7.7,26.5,25.8,73.8,4.7,10.0,5,8,0.46
8,2,4.5,13.8,158.0,84.0,8.3,726.0,4,7,1.21
3,2,7.0,22.6,75.2,23.4,12.4,1034.0,4,6,0.61
11,0,8.2,19.9,9.5,51.2,6.9,1101.0,0,5,0.17
14,3,8.1,25.0,6.9,45.7,7.6,624.0,9,2,0.13
14,3,7.3,22.1,54.1,50.3,4.4,775.0,7,4,0.57
13,1,4.9,30.5,3.4,62.1,4.5,128.0,8,7,0.23
9,3,5.4,31.9,22.2,77.6,15.7,93.0,0,8,0.54
4,0,5.9,26.9,190.5,66.9,12.4,269.0,1,8,4.63
4,0,5.3,11.3,79.1,53.7,18.5,1126.0,5,2,8.73
10,2,5.0,24.8,30.1,55.5,5.3,1286.0,7,11,0.26
14,1,7.9,19.8,61.6,26.7,11.6,337.0,2,3,0.37
2,0,8.2,27.6,46.8,94.0,12.7,598.0,9,7,0.48
14,1,6.3,13.8,75.4,88.7,16.0,1369.0,7,3,0.25
10,1,5.2,33.6,85.0,94.2,15.4,81.0,7,5,0.1
8,1,5.7,38.1,112.4,58.4,4.8,288.0,6,3,0.7
3,3,5.3,29.7,8.7,63.4,4.0,644.0,6,8,0.14
6,0,6.0,31.0,104.5,56.3,8.0,486.0,6,3,0.18
3,2,4.6,23.8,169.7,50.5,13.3,752.0,8,8,0.1
2,2,6.0,38.7,95.7,76.4,0.8,1205.0,0,2,0.29
8,3,8.2,14.5,20.0,94.6,13.1,181.0,3,8,1.51
12,1,4.6,18.4,47.7,58.7,11.6,436.0,0,8,3.59
10,1,5.7,27.2,130.5,66.8,6.7,932.0,1,12,0.17
9,2,6.8,17.8,171.5,50.3,1.9,148.0,7,2,0.41
9,2,6.7,31.6,166.5,20.8,17.6,1032.0,5,10,0.48
11,0,8.5,40.0,35.3,59.4,1.7,536.0,9,10,0.11
7,1,6.8,33.9,153.5,92.0,3.2,763.0,7,4,2.26
6,1,5.5,35.8,69.3,75.2,1.2,347.0,6,3,0.23
0,1,6.8,32.0,2.0,54.0,7.5,458.0,5,2,0.63
9,0,4.8,23.6,95.7,81.2,11.3,411.0,1,2,0.48
11,3,6.4,24.1,130.1,67.7,6.6,980.0,5,2,0.15
4,2,7.6,16.4,39.6,29.3,11.6,1055.0,6,6,6.4
11,0,5.6,32.4,49.4,53.9,17.4,74.0,1,7,0.1
9,3,5.4,21.1,90.6,83.3,7.1,789.0,9,12,0.58
6,3,7.8,15.8,154.7,38.8,15.2,327.0,9,2,0.14
3,2,7.2,11.8,69.7,41.5,16.3,580.0,3,7,0.23
2,1,4.7,17.1,133.9,24.1,14.9,571.0,8,10,0.1
10,2,6.7,19.9,36.5,40.2,3.5,570.0,4,6,0.21
13,0,5.5,11.7,63.0,65.8,2.7,348.0,8,10,0.1
4,2,5.5,13.7,163.6,73.3,1.6,1224.0,1,9,4.86
7,0,7.8,40.1,118.3,35.8,19.8,493.0,3,12,1.55
2,2,6.2,39.8,178.6,92.9,6.0,356.0,5,3,0.23
6,2,8.2,36.4,80.5,49.6,4.6,970.0,6,10,0.1
12,1,7.0,29.1,73.0,41.3,2.9,1470.0,4,8,11.32
7,0,7.3,37.6,3.7,83.9,15.1,646.0,3,3,0.93
3,2,7.4,30.6,147.7,33.7,19.2,838.0,5,7,0.33
9,0,5.2,10.7,10.2,23.2,17.3,456.0,9,1,0.15
4,2,4.7,39.6,135.8,80.3,19.5,1201.0,9,10,7.95
12,2,6.7,31.6,160.1,94.9,7.7,768.0,0,11,5.66
2,2,4.7,40.5,87.0,86.0,2.5,914.0,2,2,0.1
0,3,4.8,35.7,165.4,48.3,18.6,273.0,1,7,0.97
2,1,6.9,16.5,160.6,81.8,3.5,286.0,4,9,0.12
14,2,6.5,10.1,177.9,52.0,1.9,392.0,4,3,0.13
5,2,5.8,32.7,199.8,21.1,2.6,834.0,7,1,0.34
12,3,5.5,28.0,88.7,74.1,7.2,750.0,2,5,8.9
13,0,4.7,21.1,161.6,33.8,7.1,1431.0,0,6,0.22
9,2,8.1,30.6,164.1,65.8,4.7,788.0,1,11,0.42
10,1,6.5,39.1,36.0,21.5,5.1,545.0,6,11,0.22
13,2,7.3,10.9,68.2,60.2,9.2,1124.0,1,3,0.1
4,1,4.6,39.4,15.4,73.8,5.9,861.0,2,12,5.26
13,1,5.7,11.7,132.5,62.5,7.4,680.0,4,12,0.1
7,3,6.7,21.1,154.0,38.4,2.2,299.0,3,7,4.97
4,3,6.1,24.6,171.7,21.0,18.8,635.0,1,1,15.51
5,2,5.7,38.8,75.3,34.9,11.1,147.0,3,7,0.43
12,2,5.2,27.9,136.8,62.2,17.6,895.0,2,5,7.49
6,0,5.9,31.3,123.0,93.2,13.1,685.0,8,12,0.14
3,2,4.7,24.4,134.8,37.7,10.7,1232.0,7,11,0.1
3,2,7.0,34.8,16.5,46.4,1.3,168.0,4,1,0.22
12,1,8.5,17.9,70.6,43.7,13.1,368.0,8,3,6.46
9,3,7.3,24.4,34.1,79.2,4.4,499.0,6,2,0.72
0,1,4.9,29.8,31.1,47.1,3.2,38.0,5,3,0.71
8,2,5.3,14.9,127.9,77.4,14.7,208.0,8,9,1.83
5,3,8.1,17.4,46.8,38.3,19.4,328.0,0,5,1.1
12,0,6.8,31.2,15.4,34.3,15.4,1011.0,2,12,2.96
2,1,7.6,38.0,77.0,31.7,18.9,433.0,3,1,0.33
7,3,6.7,28.2,8.9,92.4,16.8,680.0,9,8,3.81
6,1,8.5,31.6,16.5,71.7,9.2,653.0,7,8,0.26
8,3,6.1,28.2,60.2,46.4,10.2,734.0,2,2,1.74
7,0,8.4,35.5,135.4,78.8,1.0,1423.0,9,8,0.88
14,3,6.1,30.5,159.3,46.7,1.4,21.0,7,8,0.48
5,3,7.0,21.7,138.5,27.9,8.5,146.0,3,4,0.49
12,0,5.5,30.9,100.7,86.5,16.8,311.0,6,1,8.18
6,2,6.5,33.9,164.4,66.3,4.3,1446.0,8,10,0.18
1,2,5.1,37.4,146.9,29.4,19.3,645.0,5,4,0.18
1,1,4.9,24.8,188.3,30.6,7.4,594.0,5,7,0.23
4,3,7.3,41.1,43.1,28.8,2.9,1340.0,2,5,7.91
13,3,5.4,36.2,192.5,52.1,0.9,1048.0,5,3,0.1
13,0,6.9,13.0,119.6,41.2,13.4,670.0,0,5,0.14
5,1,6.6,22.7,155.9,88.6,10.7,929.0,8,6,1.15
12,3,6.5,20.0,16.2,48.7,4.8,599.0,0,11,3.13
10,0,6.8,16.5,18.6,55.6,19.5,764.0,0,7,0.27
14,2,4.6,12.0,62.3,44.9,8.5,797.0,5,8,0.15
14,3,8.5,29.4,123.5,59.4,7.6,1438.0,8,10,0.26
13,2,6.9,16.1,1.7,26.9,5.7,670.0,0,10,0.1
13,1,6.8,17.2,147.0,55.3,17.5,700.0,1,12,0.1
5,1,5.2,28.2,199.2,92.4,10.4,65.0,7,5,0.77
13,1,7.9,22.6,52.8,30.4,3.2,1404.0,9,11,0.1
6,3,6.5,10.9,177.9,27.6,11.2,777.0,7,4,0.11
14,0,7.1,15.1,177.6,85.2,8.1,236.0,4,9,0.35
8,3,6.9,22.5,2.3,43.1,14.1,1475.0,7,2,1.79
10,2,5.0,30.7,133.1,56.1,0.7,514.0,2,10,0.1
10,2,6.0,20.1,197.8,73.3,17.2,81.0,4,7,0.12
0,1,5.8,20.4,70.2,50.8,17.2,1095.0,9,4,1.28
1,3,7.7,13.6,160.4,38.1,1.3,681.0,2,5,0.36
3,1,6.1,10.3,26.9,57.6,8.8,353.0,1,8,0.15
14,2,7.5,31.5,13.0,44.3,11.9,989.0,1,10,0.44
0,2,5.7,31.8,38.1,80.2,13.5,1465.0,9,7,2.01
6,3,5.8,20.8,24.8,43.6,4.3,426.0,6,9,0.33
7,2,6.5,18.6,169.4,46.8,16.5,1333.0,0,5,3.12
4,3,4.7,23.8,64.9,89.5,17.7,568.0,2,4,7.06
9,0,8.0,31.5,119.6,30.2,10.2,184.0,9,11,0.29
2,1,7.4,18.2,131.9,44.7,8.9,1310.0,2,2,0.2
8,2,4.9,13.8,140.5,78.5,8.2,553.0,9,11,1.52
9,0,6.4,31.8,104.0,20.8,12.4,439.0,4,4,0.62
6,3,4.8,16.7,83.5,32.4,2.7,1361.0,8,4,0.1
9,0,6.5,37.4,95.7,91.0,13.0,457.0,7,3,0.51
4,2,5.9,39.6,145.2,49.5,6.6,1328.0,4,6,4.26
6,2,7.6,34.3,169.3,30.0,1.1,851.0,9,7,0.27
0,0,6.4,36.6,152.1,89.5,19.6,277.0,5,2,0.47
10,1,7.0,11.7,119.6,37.3,17.4,587.0,1,11,0.24
3,1,4.8,22.8,157.9,90.9,5.6,1109.0,1,4,0.21
13,3,8.4,28.6,120.9,41.7,1.5,183.0,4,9,0.1
12,3,5.6,15.4,72.9,29.0,10.3,1221.0,1,5,4.47
7,1,5.3,25.0,6.2,45.7,12.4,455.0,5,1,4.52
14,1,7.0,40.6,68.0,76.4,6.7,1007.0,8,3,0.23
9,0,4.9,32.3,29.6,21.2,13.5,1247.0,7,3,0.52
12,0,6.7,20.1,167.5,86.7,5.3,1030.0,6,1,6.33
4,3,7.3,39.4,27.7,34.2,0.7,1346.0,9,6,6.13
5,0,5.6,31.1,179.4,21.2,14.0,1244.0,8,10,0.97
2,2,5.2,37.1,144.4,60.7,15.9,557.0,0,5,0.19
11,0,6.5,21.1,94.9,44.1,18.1,545.0,4,5,0.13
12,2,7.5,41.3,5.9,21.7,13.5,1061.0,4,10,3.06
5,3,6.3,26.4,79.4,23.3,13.8,1448.0,4,2,0.49
2,1,6.8,21.1,189.9,60.9,16.2,86.0,6,3,0.32
10,0,8.1,40.3,87.1,93.7,9.5,615.0,2,5,0.1
0,2,7.9,24.3,135.4,84.0,15.1,134.0,8,2,0.47
8,2,6.1,41.1,122.9,29.1,12.1,791.0,0,2,0.7
1,0,4.8,23.6,2.4,66.3,8.1,407.0,4,10,0.39
5,3,5.1,30.7,95.5,53.2,4.3,223.0,5,11,0.92
14,0,7.2,24.3,60.3,43.4,7.5,445.0,7,12,0.36
11,3,8.2,15.8,177.7,41.5,8.6,1445.0,9,8,0.11
6,0,6.6,25.0,94.6,82.4,19.5,1361.0,7,4,0.2
1,3,4.7,13.1,17.2,51.7,12.3,476.0,6,11,0.71
11,2,6.2,16.8,98.6,59.2,17.2,1160.0,3,7,0.13
12,1,7.7,12.0,10.0,93.9,4.3,992.0,7,9,1.41
14,0,4.6,15.0,40.4,47.6,4.9,963.0,2,1,0.22
12,2,7.1,21.1,6.7,21.6,19.9,885.0,2,4,4.63
11,0,5.8,41.2,130.9,39.3,9.9,667.0,5,9,0.1
13,3,7.2,20.4,137.6,66.5,7.1,875.0,0,6,0.22
6,0,4.9,35.1,12.1,47.1,8.5,1475.0,6,1,0.1
2,2,5.1,17.8,99.8,21.6,19.8,881.0,0,8,0.11
12,3,7.4,29.9,104.8,24.2,5.3,840.0,7,9,6.75
8,2,8.1,13.5,19.6,78.7,20.0,944.0,0,1,2.43
9,0,6.7,23.0,83.1,64.0,9.6,675.0,9,11,0.59
8,0,7.0,19.9,111.3,59.4,12.3,1417.0,1,2,1.69
12,2,6.0,24.5,140.8,82.1,1.0,1439.0,1,11,4.99
6,1,6.4,26.1,179.2,39.0,5.8,1230.0,1,3,0.24
9,0,4.8,26.3,161.1,29.9,9.9,171.0,4,4,0.52
4,1,6.5,16.0,141.5,72.2,4.1,1078.0,9,1,11.1
7,2,6.0,16.7,127.8,45.5,1.0,388.0,4,1,3.09
6,0,7.8,25.6,58.9,59.3,17.0,530.0,4,7,0.42
2,2,6.6,14.5,28.7,31.2,1.4,1456.0,9,8,0.31
11,1,6.0,17.1,67.1,54.5,6.7,1076.0,0,6,0.16
1,2,7.2,42.0,126.8,70.0,10.7,280.0,2,6,0.21
2,0,7.4,14.4,83.0,36.9,19.9,864.0,6,7,0.22
2,2,8.4,12.9,130.9,52.7,2.2,29.0,9,10,0.1
0,1,7.0,27.5,74.8,67.9,15.4,1058.0,1,9,1.17
8,3,6.4,10.1,167.0,94.9,8.6,657.0,5,3,1.33
0,2,6.7,36.9,56.1,36.5,3.1,1179.0,9,1,1.43
11,0,4.6,28.6,22.8,90.9,5.2,771.0,3,8,0.13
6,2,6.9,40.5,184.1,82.7,12.8,268.0,8,2,0.11
0,1,5.8,34.2,110.2,57.8,14.0,1369.0,4,11,0.97
8,1,5.2,35.3,87.7,67.2,2.6,609.0,3,6,1.35
11,1,8.2,26.7,38.5,77.1,16.8,1234.0,1,12,0.23
12,1,4.9,10.2,164.9,21.3,2.6,251.0,1,1,2.43
0,3,4.5,13.5,160.2,73.5,8.1,1032.0,5,11,0.16
10,0,6.3,36.6,112.1,65.4,18.5,16.0,3,6,0.1
3,1,6.3,32.7,194.2,76.7,15.7,888.0,0,3,0.34
5,1,8.1,36.3,173.1,35.6,18.7,21.0,0,9,0.61
10,1,7.6,33.6,151.6,20.8,13.0,586.0,2,2,0.11
7,2,5.9,23.1,67.4,94.0,3.7,284.0,4,3,2.29
2,3,5.5,37.3,183.4,56.6,16.0,469.0,6,9,0.14
14,0,5.3,23.1,44.0,29.7,18.4,111.0,4,8,0.76
9,1,4.6,20.5,32.4,42.7,7.2,1311.0,4,5,1.29
12,2,7.4,28.1,21.5,22.5,17.6,525.0,9,10,3.29
1,1,4.8,33.8,67.9,92.9,6.5,516.0,0,10,0.22
8,1,8.4,14.8,176.7,67.4,8.3,655.0,5,5,1.45
5,1,7.6,23.8,145.9,40.5,11.7,1072.0,6,7,1.01
7,1,6.5,20.9,0.1,85.4,11.4,390.0,4,10,4.94
0,0,5.4,29.5,62.4,27.4,11.2,1251.0,4,5,1.08
14,0,8.2,28.1,14.7,73.9,16.0,96.0,3,11,0.34
7,0,5.6,29.3,141.1,73.5,1.8,1265.0,1,2,3.25
9,1,6.6,39.7,13.1,51.2,11.0,352.0,4,8,0.39
1,2,6.2,32.6,198.0,36.8,6.3,666.0,4,8,0.22
10,2,4.6,37.0,195.7,62.6,4.1,1097.0,0,5,0.1
7,0,5.6,25.9,194.0,78.5,3.6,638.0,6,11,3.16
6,1,6.8,37.9,142.9,21.8,3.9,471.0,6,10,0.12
7,1,5.5,31.0,190.3,85.7,10.2,888.0,6,12,2.73
8,2,8.2,22.7,79.6,60.5,16.3,126.0,8,8,0.69
9,3,8.0,26.9,193.7,89.1,1.3,513.0,9,2,0.35
7,0,6.4,21.5,164.6,79.9,4.5,474.0,5,2,3.7
7,0,6.7,34.7,160.1,90.6,1.7,824.0,5,1,3.6
4,2,6.1,27.4,8.1,88.1,10.9,113.0,1,2,14.92
6,1,6.0,19.1,42.9,69.2,3.5,640.0,2,8,0.58
6,2,8.4,28.6,37.2,40.9,9.6,383.0,9,2,0.22
8,3,7.9,14.2,133.9,22.0,15.1,935.0,4,12,2.87
14,0,6.6,15.5,155.9,55.9,1.4,904.0,3,12,0.21
5,2,7.8,17.0,37.2,85.7,18.9,350.0,9,11,1.18
8,3,7.5,21.5,113.6,42.6,10.2,1174.0,2,3,1.38
10,0,4.7,36.4,3.1,83.3,1.6,789.0,0,2,0.1
1,1,6.9,25.9,21.2,71.8,5.3,1079.0,0,7,0.81
9,0,5.3,33.1,80.4,38.9,16.6,1483.0,5,8,0.44
3,1,5.6,31.4,59.3,63.5,19.7,64.0,6,9,0.3
6,3,5.5,41.4,5.6,87.3,3.1,628.0,7,2,0.1
3,0,6.1,22.8,152.0,79.1,7.4,1468.0,1,3,0.27
6,0,7.9,16.1,26.6,29.9,4.5,91.0,2,3,0.22
3,3,7.8,26.8,67.6,75.6,19.3,299.0,1,3,0.47
7,1,6.1,28.2,164.0,81.9,2.4,1345.0,9,11,4.28
6,3,7.4,13.3,43.7,47.0,7.0,462.0,7,2,0.18
2,0,5.4,11.0,175.2,58.2,9.0,211.0,3,11,0.11
0,0,5.0,11.6,84.5,34.2,7.1,981.0,6,9,0.26
2,3,7.6,25.2,97.5,24.3,13.9,85.0,5,5,0.3
5,2,7.6,16.8,66.2,47.6,7.9,450.0,2,8,0.66
12,2,8.5,10.1,146.9,90.2,10.6,934.0,4,2,2.9
9,3,8.0,27.2,88.2,37.7,4.0,729.0,7,5,1.25
0,1,8.4,18.8,152.9,70.5,8.6,279.0,9,11,0.37
10,1,7.9,25.0,50.7,25.1,1.9,48.0,4,11,0.27
5,3,6.3,18.0,19.1,55.9,2.0,221.0,0,5,1.37
1,3,8.4,16.6,182.6,28.8,10.4,1125.0,6,4,0.38
2,2,6.3,13.0,29.4,79.5,0.6,1474.0,8,4,0.19
9,1,5.5,35.1,52.8,29.4,17.0,913.0,2,1,0.75
14,1,8.3,18.4,162.0,76.2,18.9,704.0,4,3,0.16
12,3,7.7,34.2,150.6,66.3,9.6,258.0,1,11,4.12
12,1,4.5,33.1,91.4,90.7,4.1,51.0,0,9,3.5
2,1,5.9,10.4,32.7,37.5,9.9,1174.0,9,7,0.36
2,3,8.3,29.4,170.3,69.4,8.1,433.0,5,11,0.12
3,2,6.4,30.5,92.7,42.1,8.3,176.0,5,8,0.18
2,0,5.9,21.6,163.7,57.7,3.3,587.0,1,3,0.26
1,1,7.9,26.5,62.7,68.5,10.0,412.0,2,12,0.48
5,2,4.8,36.5,189.5,63.8,16.6,71.0,8,1,0.32
9,2,5.4,10.4,176.6,47.3,18.5,170.0,1,5,0.37
7,1,4.5,36.2,104.2,58.3,17.0,42.0,2,10,1.21
10,3,8.5,18.1,100.5,29.0,5.7,1254.0,1,8,0.1
7,0,7.7,37.9,192.2,55.6,9.3,755.0,1,9,1.96
2,1,7.5,35.6,17.1,54.2,19.8,345.0,4,10,0.23
10,2,7.4,18.7,5.6,71.0,12.9,822.0,9,12,0.21
12,1,6.2,31.1,22.9,35.9,7.0,679.0,9,12,3.62
5,1,7.0,33.4,185.5,28.4,19.4,1041.0,5,6,0.88
7,3,5.4,22.9,67.4,79.8,9.5,1077.0,2,4,2.77
4,2,8.4,16.6,3.0,79.9,17.8,1009.0,1,6,4.89
0,0,5.6,32.8,69.2,33.5,0.8,683.0,3,9,0.87
11,3,5.7,42.0,69.0,41.5,11.9,160.0,5,5,0.1
4,2,5.6,20.5,10.9,75.1,2.4,1437.0,5,9,9.41
0,3,7.4,22.0,168.1,23.5,11.2,47.0,9,7,1.21
13,1,6.9,40.3,140.3,64.2,2.2,1098.0,9,1,0.11
4,3,6.0,18.8,133.7,25.6,3.4,1461.0,6,5,8.3
4,0,8.0,20.7,49.9,77.8,8.7,64.0,8,11,15.49
11,2,6.1,40.7,192.5,85.5,16.3,1017.0,2,2,0.1
0,1,6.7,30.9,196.3,23.0,15.7,228.0,7,1,0.55
7,2,7.8,22.4,109.8,31.2,10.3,1160.0,8,11,2.46
6,1,6.4,14.3,139.1,64.1,7.2,63.0,3,10,0.11
1,3,7.9,32.6,189.3,41.7,17.4,539.0,7,2,0.17
6,3,6.4,41.8,48.5,25.4,14.7,459.0,6,4,0.23
3,3,7.2,27.6,168.8,51.2,15.3,487.0,1,9,0.17
0,0,5.3,22.8,133.0,37.6,8.7,1313.0,6,1,0.39
9,0,8.0,14.8,87.5,49.4,19.0,900.0,8,6,0.48
6,1,5.1,15.9,114.3,29.9,16.0,799.0,2,5,0.21
14,2,7.0,20.2,50.5,74.4,19.3,825.0,9,10,1.04
6,2,5.4,36.0,49.4,20.6,14.6,365.0,7,1,0.29
13,1,7.7,10.5,133.9,60.0,17.7,745.0,1,10,0.1
9,2,7.8,33.9,50.8,81.2,4.4,1253.0,3,4,1.27
12,3,7.4,12.0,8.9,59.2,14.1,728.0,4,1,2.73
1,1,8.1,12.5,37.7,57.8,18.5,786.0,1,5,0.71
7,1,8.0,20.0,7.3,23.0,16.4,713.0,7,5,2.08
2,2,4.9,29.4,93.1,36.7,8.7,1228.0,9,5,0.14
14,1,5.2,20.5,41.0,88.0,14.7,330.0,4,11,0.82
2,0,7.7,21.4,83.9,60.6,3.3,1079.0,6,12,0.27
0,2,8.1,12.8,148.1,50.1,11.4,1407.0,4,7,0.49
14,0,6.7,37.3,125.0,58.8,18.7,1491.0,4,2,0.24
3,1,4.9,16.2,197.1,25.9,15.5,1072.0,2,6,0.15
12,0,8.0,31.4,27.7,34.9,9.8,596.0,8,3,4.85
14,3,8.2,15.4,102.0,71.6,2.1,313.0,3,6,0.24
14,3,5.5,30.9,73.4,70.7,12.0,987.0,7,1,0.22
1,0,5.5,15.9,195.4,52.7,11.1,123.0,9,9,0.45
8,2,6.5,28.4,128.4,48.5,11.2,1173.0,1,3,1.31
6,0,8.3,27.1,104.3,49.6,1.4,864.0,6,2,0.1
6,1,7.2,22.6,34.0,40.1,7.3,39.0,1,12,0.38
4,0,5.8,17.4,188.4,33.5,18.6,133.0,5,2,6.97
4,3,7.5,26.2,121.0,66.5,17.7,1460.0,9,7,11.07
6,1,8.2,20.0,58.2,45.2,15.9,1072.0,9,11,0.18
3,2,5.7,31.7,160.0,61.4,14.7,311.0,7,1,0.15
8,3,6.6,12.6,67.4,64.1,13.2,20.0,9,8,1.29
9,3,7.0,27.0,143.5,80.0,10.0,595.0,8,2,0.45
2,1,7.2,34.6,74.3,36.5,8.8,1498.0,9,4,0.2
4,1,5.1,20.7,186.2,71.8,7.1,47.0,5,3,9.33
6,0,7.0,39.4,105.4,83.9,9.4,443.0,4,5,0.16
7,3,8.1,41.0,192.5,63.1,17.5,384.0,9,7,1.15
6,3,5.1,22.5,95.5,51.3,12.3,263.0,6,4,0.19
14,2,5.5,32.4,162.3,91.0,2.6,130.0,4,9,0.4
1,3,5.9,40.0,80.7,28.3,18.4,937.0,1,7,0.19
10,0,5.4,33.7,175.0,79.2,18.3,432.0,9,10,0.2
7,3,5.1,17.3,52.2,47.4,14.4,342.0,3,11,4.99
7,0,7.0,30.5,192.5,66.4,2.2,1015.0,8,2,3.0
6,1,7.5,42.0,61.9,63.6,19.6,1310.0,1,4,0.13
4,2,5.7,34.7,149.6,38.0,6.4,345.0,0,3,9.99
8,0,7.5,21.9,62.1,30.0,18.5,1009.0,8,8,1.43
13,3,6.0,15.7,77.6,79.2,17.1,1468.0,4,12,0.1
10,1,5.3,21.7,160.6,47.5,4.8,349.0,6,12,0.17
9,3,7.3,17.3,69.9,48.0,2.1,363.0,9,7,1.12
10,3,6.6,33.2,193.9,42.4,13.8,343.0,4,7,0.11
2,2,8.2,35.2,60.0,43.4,18.3,554.0,4,12,0.17
14,1,5.8,29.2,105.0,67.2,5.9,1390.0,9,4,0.37
8,1,6.4,15.0,153.9,86.4,6.3,525.0,9,2,1.63
5,0,5.2,17.1,108.7,74.0,1.8,1339.0,0,5,0.48
3,2,5.4,35.6,58.5,87.3,10.3,944.0,1,11,0.27
8,3,6.7,30.9,147.2,83.7,14.7,496.0,7,8,1.35
4,3,6.9,28.8,190.3,88.3,15.3,95.0,9,4,7.81
11,2,6.3,33.3,97.1,25.1,4.6,1195.0,3,4,0.1
3,3,7.9,16.0,61.2,79.2,0.9,265.0,9,10,0.19
